Source,Target,Story
Tegan Jovanka,Urbankan,Four_to_Doomsday_(TV_story)
Nyssa,Urbankan,Four_to_Doomsday_(TV_story)
Fifth Doctor,Adric,Kinda_(TV_story)
Fifth Doctor,Tegan Jovanka,Kinda_(TV_story)
Fifth Doctor,Nyssa,Kinda_(TV_story)
Fifth Doctor,Mara,Kinda_(TV_story)
Fifth Doctor,Hindle,Kinda_(TV_story)
Fifth Doctor,Dukkha,Kinda_(TV_story)
Adric,Tegan Jovanka,Kinda_(TV_story)
Adric,Nyssa,Kinda_(TV_story)
Adric,Mara,Kinda_(TV_story)
Adric,Hindle,Kinda_(TV_story)
Adric,Dukkha,Kinda_(TV_story)
Tegan Jovanka,Nyssa,Kinda_(TV_story)
Tegan Jovanka,Mara,Kinda_(TV_story)
Tegan Jovanka,Hindle,Kinda_(TV_story)
Tegan Jovanka,Dukkha,Kinda_(TV_story)
Nyssa,Mara,Kinda_(TV_story)
Nyssa,Hindle,Kinda_(TV_story)
Nyssa,Dukkha,Kinda_(TV_story)
Mara,Hindle,Kinda_(TV_story)
Mara,Dukkha,Kinda_(TV_story)
Hindle,Dukkha,Kinda_(TV_story)
Fifth Doctor,Adric,The_Visitation_(TV_story)
Fifth Doctor,Tegan Jovanka,The_Visitation_(TV_story)
Fifth Doctor,Nyssa,The_Visitation_(TV_story)
Fifth Doctor,Richard Mace,The_Visitation_(TV_story)
Fifth Doctor,Terileptil,The_Visitation_(TV_story)
Fifth Doctor,Terileptil android,The_Visitation_(TV_story)
Adric,Tegan Jovanka,The_Visitation_(TV_story)
Adric,Nyssa,The_Visitation_(TV_story)
Adric,Richard Mace,The_Visitation_(TV_story)
Adric,Terileptil,The_Visitation_(TV_story)
Adric,Terileptil android,The_Visitation_(TV_story)
Tegan Jovanka,Nyssa,The_Visitation_(TV_story)
Tegan Jovanka,Richard Mace,The_Visitation_(TV_story)
Tegan Jovanka,Terileptil,The_Visitation_(TV_story)
Tegan Jovanka,Terileptil android,The_Visitation_(TV_story)
Nyssa,Richard Mace,The_Visitation_(TV_story)
Nyssa,Terileptil,The_Visitation_(TV_story)
Nyssa,Terileptil android,The_Visitation_(TV_story)
Richard Mace,Terileptil,The_Visitation_(TV_story)
Richard Mace,Terileptil android,The_Visitation_(TV_story)
Terileptil,Terileptil android,The_Visitation_(TV_story)
Fifth Doctor,Adric,Black_Orchid_(TV_story)
Fifth Doctor,Tegan Jovanka,Black_Orchid_(TV_story)
Fifth Doctor,Nyssa,Black_Orchid_(TV_story)
Fifth Doctor,Ann Talbot,Black_Orchid_(TV_story)
Fifth Doctor,Madge Cranleigh,Black_Orchid_(TV_story)
Adric,Tegan Jovanka,Black_Orchid_(TV_story)
Adric,Nyssa,Black_Orchid_(TV_story)
Adric,Ann Talbot,Black_Orchid_(TV_story)
Adric,Madge Cranleigh,Black_Orchid_(TV_story)
Tegan Jovanka,Nyssa,Black_Orchid_(TV_story)
Tegan Jovanka,Ann Talbot,Black_Orchid_(TV_story)
Tegan Jovanka,Madge Cranleigh,Black_Orchid_(TV_story)
Nyssa,Ann Talbot,Black_Orchid_(TV_story)
Nyssa,Madge Cranleigh,Black_Orchid_(TV_story)
Ann Talbot,Madge Cranleigh,Black_Orchid_(TV_story)
Fifth Doctor,Adric,Earthshock_(TV_story)
Fifth Doctor,Tegan Jovanka,Earthshock_(TV_story)
Fifth Doctor,Nyssa,Earthshock_(TV_story)
Fifth Doctor,Cyber-Leader (Earthshock),Earthshock_(TV_story)
Adric,Tegan Jovanka,Earthshock_(TV_story)
Adric,Nyssa,Earthshock_(TV_story)
Adric,Cyber-Leader (Earthshock),Earthshock_(TV_story)
Tegan Jovanka,Nyssa,Earthshock_(TV_story)
Tegan Jovanka,Cyber-Leader (Earthshock),Earthshock_(TV_story)
Nyssa,Cyber-Leader (Earthshock),Earthshock_(TV_story)
Fifth Doctor,Tegan Jovanka,Time-Flight_(TV_story)
Fifth Doctor,Nyssa,Time-Flight_(TV_story)
Fifth Doctor,Adric,Time-Flight_(TV_story)
Fifth Doctor,The Master,Time-Flight_(TV_story)
Tegan Jovanka,Nyssa,Time-Flight_(TV_story)
Tegan Jovanka,Adric,Time-Flight_(TV_story)
Tegan Jovanka,The Master,Time-Flight_(TV_story)
Nyssa,Adric,Time-Flight_(TV_story)
Nyssa,The Master,Time-Flight_(TV_story)
Adric,The Master,Time-Flight_(TV_story)
Fifth Doctor,Tegan Jovanka,Arc_of_Infinity_(TV_story)
Fifth Doctor,Nyssa,Arc_of_Infinity_(TV_story)
Fifth Doctor,Borusa,Arc_of_Infinity_(TV_story)
Fifth Doctor,Omega,Arc_of_Infinity_(TV_story)
Tegan Jovanka,Nyssa,Arc_of_Infinity_(TV_story)
Tegan Jovanka,Borusa,Arc_of_Infinity_(TV_story)
Tegan Jovanka,Omega,Arc_of_Infinity_(TV_story)
Nyssa,Borusa,Arc_of_Infinity_(TV_story)
Nyssa,Omega,Arc_of_Infinity_(TV_story)
Borusa,Omega,Arc_of_Infinity_(TV_story)
Fifth Doctor,Tegan Jovanka,Snakedance_(TV_story)
Fifth Doctor,Nyssa,Snakedance_(TV_story)
Fifth Doctor,Chela,Snakedance_(TV_story)
Fifth Doctor,Mara,Snakedance_(TV_story)
Tegan Jovanka,Nyssa,Snakedance_(TV_story)
Tegan Jovanka,Chela,Snakedance_(TV_story)
Tegan Jovanka,Mara,Snakedance_(TV_story)
Nyssa,Chela,Snakedance_(TV_story)
Nyssa,Mara,Snakedance_(TV_story)
Chela,Mara,Snakedance_(TV_story)
Fifth Doctor,Tegan Jovanka,Mawdryn_Undead_(TV_story)
Fifth Doctor,Nyssa,Mawdryn_Undead_(TV_story)
Fifth Doctor,Vislor Turlough,Mawdryn_Undead_(TV_story)
Fifth Doctor,Alistair Gordon Lethbridge-Stewart,Mawdryn_Undead_(TV_story)
Fifth Doctor,Black Guardian,Mawdryn_Undead_(TV_story)
Fifth Doctor,Mawdryn,Mawdryn_Undead_(TV_story)
Tegan Jovanka,Nyssa,Mawdryn_Undead_(TV_story)
Tegan Jovanka,Vislor Turlough,Mawdryn_Undead_(TV_story)
Tegan Jovanka,Alistair Gordon Lethbridge-Stewart,Mawdryn_Undead_(TV_story)
Tegan Jovanka,Black Guardian,Mawdryn_Undead_(TV_story)
Tegan Jovanka,Mawdryn,Mawdryn_Undead_(TV_story)
Nyssa,Vislor Turlough,Mawdryn_Undead_(TV_story)
Nyssa,Alistair Gordon Lethbridge-Stewart,Mawdryn_Undead_(TV_story)
Nyssa,Black Guardian,Mawdryn_Undead_(TV_story)
Nyssa,Mawdryn,Mawdryn_Undead_(TV_story)
Vislor Turlough,Alistair Gordon Lethbridge-Stewart,Mawdryn_Undead_(TV_story)
Vislor Turlough,Black Guardian,Mawdryn_Undead_(TV_story)
Vislor Turlough,Mawdryn,Mawdryn_Undead_(TV_story)
Alistair Gordon Lethbridge-Stewart,Black Guardian,Mawdryn_Undead_(TV_story)
Alistair Gordon Lethbridge-Stewart,Mawdryn,Mawdryn_Undead_(TV_story)
Black Guardian,Mawdryn,Mawdryn_Undead_(TV_story)
Fifth Doctor,Tegan Jovanka,Terminus_(TV_story)
Fifth Doctor,Nyssa,Terminus_(TV_story)
Fifth Doctor,Vislor Turlough,Terminus_(TV_story)
Fifth Doctor,Black Guardian,Terminus_(TV_story)
Fifth Doctor,Eirak,Terminus_(TV_story)
Tegan Jovanka,Nyssa,Terminus_(TV_story)
Tegan Jovanka,Vislor Turlough,Terminus_(TV_story)
Tegan Jovanka,Black Guardian,Terminus_(TV_story)
Tegan Jovanka,Eirak,Terminus_(TV_story)
Nyssa,Vislor Turlough,Terminus_(TV_story)
Nyssa,Black Guardian,Terminus_(TV_story)
Nyssa,Eirak,Terminus_(TV_story)
Vislor Turlough,Black Guardian,Terminus_(TV_story)
Vislor Turlough,Eirak,Terminus_(TV_story)
Black Guardian,Eirak,Terminus_(TV_story)
Fifth Doctor,Tegan Jovanka,Enlightenment_(TV_story)
Fifth Doctor,Vislor Turlough,Enlightenment_(TV_story)
Fifth Doctor,White Guardian,Enlightenment_(TV_story)
Fifth Doctor,Black Guardian,Enlightenment_(TV_story)
Fifth Doctor,Wrack,Enlightenment_(TV_story)
Tegan Jovanka,Vislor Turlough,Enlightenment_(TV_story)
Tegan Jovanka,White Guardian,Enlightenment_(TV_story)
Tegan Jovanka,Black Guardian,Enlightenment_(TV_story)
Tegan Jovanka,Wrack,Enlightenment_(TV_story)
Vislor Turlough,White Guardian,Enlightenment_(TV_story)
Vislor Turlough,Black Guardian,Enlightenment_(TV_story)
Vislor Turlough,Wrack,Enlightenment_(TV_story)
White Guardian,Black Guardian,Enlightenment_(TV_story)
White Guardian,Wrack,Enlightenment_(TV_story)
Black Guardian,Wrack,Enlightenment_(TV_story)
Fifth Doctor,Tegan Jovanka,The_King%27s_Demons_(TV_story)
Fifth Doctor,Vislor Turlough,The_King%27s_Demons_(TV_story)
Fifth Doctor,Kamelion,The_King%27s_Demons_(TV_story)
Fifth Doctor,The Master,The_King%27s_Demons_(TV_story)
Tegan Jovanka,Vislor Turlough,The_King%27s_Demons_(TV_story)
Tegan Jovanka,Kamelion,The_King%27s_Demons_(TV_story)
Tegan Jovanka,The Master,The_King%27s_Demons_(TV_story)
Vislor Turlough,Kamelion,The_King%27s_Demons_(TV_story)
Vislor Turlough,The Master,The_King%27s_Demons_(TV_story)
Kamelion,The Master,The_King%27s_Demons_(TV_story)
Fifth Doctor,Tegan Jovanka,The_Five_Doctors_(TV_story)
Fifth Doctor,Vislor Turlough,The_Five_Doctors_(TV_story)
Fifth Doctor,First Doctor,The_Five_Doctors_(TV_story)
Fifth Doctor,Second Doctor,The_Five_Doctors_(TV_story)
Fifth Doctor,Third Doctor,The_Five_Doctors_(TV_story)
Fifth Doctor,Susan Foreman,The_Five_Doctors_(TV_story)
Fifth Doctor,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
Fifth Doctor,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Fifth Doctor,The Master,The_Five_Doctors_(TV_story)
Fifth Doctor,Rassilon,The_Five_Doctors_(TV_story)
Fifth Doctor,K9 Mark III,The_Five_Doctors_(TV_story)
Fifth Doctor,Fourth Doctor,The_Five_Doctors_(TV_story)
Fifth Doctor,Romana II,The_Five_Doctors_(TV_story)
Fifth Doctor,Lord President,The_Five_Doctors_(TV_story)
Fifth Doctor,Borusa,The_Five_Doctors_(TV_story)
Tegan Jovanka,Vislor Turlough,The_Five_Doctors_(TV_story)
Tegan Jovanka,First Doctor,The_Five_Doctors_(TV_story)
Tegan Jovanka,Second Doctor,The_Five_Doctors_(TV_story)
Tegan Jovanka,Third Doctor,The_Five_Doctors_(TV_story)
Tegan Jovanka,Susan Foreman,The_Five_Doctors_(TV_story)
Tegan Jovanka,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
Tegan Jovanka,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Tegan Jovanka,The Master,The_Five_Doctors_(TV_story)
Tegan Jovanka,Rassilon,The_Five_Doctors_(TV_story)
Tegan Jovanka,K9 Mark III,The_Five_Doctors_(TV_story)
Tegan Jovanka,Fourth Doctor,The_Five_Doctors_(TV_story)
Tegan Jovanka,Romana II,The_Five_Doctors_(TV_story)
Tegan Jovanka,Lord President,The_Five_Doctors_(TV_story)
Tegan Jovanka,Borusa,The_Five_Doctors_(TV_story)
Vislor Turlough,First Doctor,The_Five_Doctors_(TV_story)
Vislor Turlough,Second Doctor,The_Five_Doctors_(TV_story)
Vislor Turlough,Third Doctor,The_Five_Doctors_(TV_story)
Vislor Turlough,Susan Foreman,The_Five_Doctors_(TV_story)
Vislor Turlough,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
Vislor Turlough,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Vislor Turlough,The Master,The_Five_Doctors_(TV_story)
Vislor Turlough,Rassilon,The_Five_Doctors_(TV_story)
Vislor Turlough,K9 Mark III,The_Five_Doctors_(TV_story)
Vislor Turlough,Fourth Doctor,The_Five_Doctors_(TV_story)
Vislor Turlough,Romana II,The_Five_Doctors_(TV_story)
Vislor Turlough,Lord President,The_Five_Doctors_(TV_story)
Vislor Turlough,Borusa,The_Five_Doctors_(TV_story)
First Doctor,Second Doctor,The_Five_Doctors_(TV_story)
First Doctor,Third Doctor,The_Five_Doctors_(TV_story)
First Doctor,Susan Foreman,The_Five_Doctors_(TV_story)
First Doctor,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
First Doctor,Sarah Jane Smith,The_Five_Doctors_(TV_story)
First Doctor,The Master,The_Five_Doctors_(TV_story)
First Doctor,Rassilon,The_Five_Doctors_(TV_story)
First Doctor,K9 Mark III,The_Five_Doctors_(TV_story)
First Doctor,Fourth Doctor,The_Five_Doctors_(TV_story)
First Doctor,Romana II,The_Five_Doctors_(TV_story)
First Doctor,Lord President,The_Five_Doctors_(TV_story)
First Doctor,Borusa,The_Five_Doctors_(TV_story)
Second Doctor,Third Doctor,The_Five_Doctors_(TV_story)
Second Doctor,Susan Foreman,The_Five_Doctors_(TV_story)
Second Doctor,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
Second Doctor,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Second Doctor,The Master,The_Five_Doctors_(TV_story)
Second Doctor,Rassilon,The_Five_Doctors_(TV_story)
Second Doctor,K9 Mark III,The_Five_Doctors_(TV_story)
Second Doctor,Fourth Doctor,The_Five_Doctors_(TV_story)
Second Doctor,Romana II,The_Five_Doctors_(TV_story)
Second Doctor,Lord President,The_Five_Doctors_(TV_story)
Second Doctor,Borusa,The_Five_Doctors_(TV_story)
Third Doctor,Susan Foreman,The_Five_Doctors_(TV_story)
Third Doctor,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
Third Doctor,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Third Doctor,The Master,The_Five_Doctors_(TV_story)
Third Doctor,Rassilon,The_Five_Doctors_(TV_story)
Third Doctor,K9 Mark III,The_Five_Doctors_(TV_story)
Third Doctor,Fourth Doctor,The_Five_Doctors_(TV_story)
Third Doctor,Romana II,The_Five_Doctors_(TV_story)
Third Doctor,Lord President,The_Five_Doctors_(TV_story)
Third Doctor,Borusa,The_Five_Doctors_(TV_story)
Susan Foreman,Alistair Gordon Lethbridge-Stewart,The_Five_Doctors_(TV_story)
Susan Foreman,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Susan Foreman,The Master,The_Five_Doctors_(TV_story)
Susan Foreman,Rassilon,The_Five_Doctors_(TV_story)
Susan Foreman,K9 Mark III,The_Five_Doctors_(TV_story)
Susan Foreman,Fourth Doctor,The_Five_Doctors_(TV_story)
Susan Foreman,Romana II,The_Five_Doctors_(TV_story)
Susan Foreman,Lord President,The_Five_Doctors_(TV_story)
Susan Foreman,Borusa,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,Sarah Jane Smith,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,The Master,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,Rassilon,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,K9 Mark III,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,Fourth Doctor,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,Romana II,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,Lord President,The_Five_Doctors_(TV_story)
Alistair Gordon Lethbridge-Stewart,Borusa,The_Five_Doctors_(TV_story)
Sarah Jane Smith,The Master,The_Five_Doctors_(TV_story)
Sarah Jane Smith,Rassilon,The_Five_Doctors_(TV_story)
Sarah Jane Smith,K9 Mark III,The_Five_Doctors_(TV_story)
Sarah Jane Smith,Fourth Doctor,The_Five_Doctors_(TV_story)
Sarah Jane Smith,Romana II,The_Five_Doctors_(TV_story)
Sarah Jane Smith,Lord President,The_Five_Doctors_(TV_story)
Sarah Jane Smith,Borusa,The_Five_Doctors_(TV_story)
The Master,Rassilon,The_Five_Doctors_(TV_story)
The Master,K9 Mark III,The_Five_Doctors_(TV_story)
The Master,Fourth Doctor,The_Five_Doctors_(TV_story)
The Master,Romana II,The_Five_Doctors_(TV_story)
The Master,Lord President,The_Five_Doctors_(TV_story)
The Master,Borusa,The_Five_Doctors_(TV_story)
Rassilon,K9 Mark III,The_Five_Doctors_(TV_story)
Rassilon,Fourth Doctor,The_Five_Doctors_(TV_story)
Rassilon,Romana II,The_Five_Doctors_(TV_story)
Rassilon,Lord President,The_Five_Doctors_(TV_story)
Rassilon,Borusa,The_Five_Doctors_(TV_story)
K9 Mark III,Fourth Doctor,The_Five_Doctors_(TV_story)
K9 Mark III,Romana II,The_Five_Doctors_(TV_story)
K9 Mark III,Lord President,The_Five_Doctors_(TV_story)
K9 Mark III,Borusa,The_Five_Doctors_(TV_story)
Fourth Doctor,Romana II,The_Five_Doctors_(TV_story)
Fourth Doctor,Lord President,The_Five_Doctors_(TV_story)
Fourth Doctor,Borusa,The_Five_Doctors_(TV_story)
Romana II,Lord President,The_Five_Doctors_(TV_story)
Romana II,Borusa,The_Five_Doctors_(TV_story)
Lord President,Borusa,The_Five_Doctors_(TV_story)
Fifth Doctor,Tegan Jovanka,Warriors_of_the_Deep_(TV_story)
Fifth Doctor,Vislor Turlough,Warriors_of_the_Deep_(TV_story)
Fifth Doctor,Icthar,Warriors_of_the_Deep_(TV_story)
Tegan Jovanka,Vislor Turlough,Warriors_of_the_Deep_(TV_story)
Tegan Jovanka,Icthar,Warriors_of_the_Deep_(TV_story)
Vislor Turlough,Icthar,Warriors_of_the_Deep_(TV_story)
Fifth Doctor,Tegan Jovanka,The_Awakening_(TV_story)
Fifth Doctor,Vislor Turlough,The_Awakening_(TV_story)
Fifth Doctor,Will Chandler,The_Awakening_(TV_story)
Fifth Doctor,Jane Hampden,The_Awakening_(TV_story)
Fifth Doctor,Malus,The_Awakening_(TV_story)
Fifth Doctor,George Hutchinson,The_Awakening_(TV_story)
Tegan Jovanka,Vislor Turlough,The_Awakening_(TV_story)
Tegan Jovanka,Will Chandler,The_Awakening_(TV_story)
Tegan Jovanka,Jane Hampden,The_Awakening_(TV_story)
Tegan Jovanka,Malus,The_Awakening_(TV_story)
Tegan Jovanka,George Hutchinson,The_Awakening_(TV_story)
Vislor Turlough,Will Chandler,The_Awakening_(TV_story)
Vislor Turlough,Jane Hampden,The_Awakening_(TV_story)
Vislor Turlough,Malus,The_Awakening_(TV_story)
Vislor Turlough,George Hutchinson,The_Awakening_(TV_story)
Will Chandler,Jane Hampden,The_Awakening_(TV_story)
Will Chandler,Malus,The_Awakening_(TV_story)
Will Chandler,George Hutchinson,The_Awakening_(TV_story)
Jane Hampden,Malus,The_Awakening_(TV_story)
Jane Hampden,George Hutchinson,The_Awakening_(TV_story)
Malus,George Hutchinson,The_Awakening_(TV_story)
Fifth Doctor,Tegan Jovanka,Frontios_(TV_story)
Fifth Doctor,Vislor Turlough,Frontios_(TV_story)
Fifth Doctor,Gravis,Frontios_(TV_story)
Fifth Doctor,Tractator,Frontios_(TV_story)
Tegan Jovanka,Vislor Turlough,Frontios_(TV_story)
Tegan Jovanka,Gravis,Frontios_(TV_story)
Tegan Jovanka,Tractator,Frontios_(TV_story)
Vislor Turlough,Gravis,Frontios_(TV_story)
Vislor Turlough,Tractator,Frontios_(TV_story)
Gravis,Tractator,Frontios_(TV_story)
Fifth Doctor,Tegan Jovanka,Resurrection_of_the_Daleks_(TV_story)
Fifth Doctor,Vislor Turlough,Resurrection_of_the_Daleks_(TV_story)
Fifth Doctor,Black Dalek Leader,Resurrection_of_the_Daleks_(TV_story)
Fifth Doctor,Davros,Resurrection_of_the_Daleks_(TV_story)
Fifth Doctor,Dalek,Resurrection_of_the_Daleks_(TV_story)
Fifth Doctor,Gustave Lytton,Resurrection_of_the_Daleks_(TV_story)
Tegan Jovanka,Vislor Turlough,Resurrection_of_the_Daleks_(TV_story)
Tegan Jovanka,Black Dalek Leader,Resurrection_of_the_Daleks_(TV_story)
Tegan Jovanka,Davros,Resurrection_of_the_Daleks_(TV_story)
Tegan Jovanka,Dalek,Resurrection_of_the_Daleks_(TV_story)
Tegan Jovanka,Gustave Lytton,Resurrection_of_the_Daleks_(TV_story)
Vislor Turlough,Black Dalek Leader,Resurrection_of_the_Daleks_(TV_story)
Vislor Turlough,Davros,Resurrection_of_the_Daleks_(TV_story)
Vislor Turlough,Dalek,Resurrection_of_the_Daleks_(TV_story)
Vislor Turlough,Gustave Lytton,Resurrection_of_the_Daleks_(TV_story)
Black Dalek Leader,Davros,Resurrection_of_the_Daleks_(TV_story)
Black Dalek Leader,Dalek,Resurrection_of_the_Daleks_(TV_story)
Black Dalek Leader,Gustave Lytton,Resurrection_of_the_Daleks_(TV_story)
Davros,Dalek,Resurrection_of_the_Daleks_(TV_story)
Davros,Gustave Lytton,Resurrection_of_the_Daleks_(TV_story)
Dalek,Gustave Lytton,Resurrection_of_the_Daleks_(TV_story)
Fifth Doctor,Vislor Turlough,Planet_of_Fire_(TV_story)
Fifth Doctor,Kamelion,Planet_of_Fire_(TV_story)
Fifth Doctor,Peri Brown,Planet_of_Fire_(TV_story)
Fifth Doctor,The Master,Planet_of_Fire_(TV_story)
Vislor Turlough,Kamelion,Planet_of_Fire_(TV_story)
Vislor Turlough,Peri Brown,Planet_of_Fire_(TV_story)
Vislor Turlough,The Master,Planet_of_Fire_(TV_story)
Kamelion,Peri Brown,Planet_of_Fire_(TV_story)
Kamelion,The Master,Planet_of_Fire_(TV_story)
Peri Brown,The Master,Planet_of_Fire_(TV_story)
Fifth Doctor,Peri Brown,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Tegan Jovanka,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Vislor Turlough,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Kamelion,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Nyssa,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Adric,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Morgus,The_Caves_of_Androzani_(TV_story)
Fifth Doctor,Stotz,The_Caves_of_Androzani_(TV_story)
Peri Brown,Tegan Jovanka,The_Caves_of_Androzani_(TV_story)
Peri Brown,Vislor Turlough,The_Caves_of_Androzani_(TV_story)
Peri Brown,Kamelion,The_Caves_of_Androzani_(TV_story)
Peri Brown,Nyssa,The_Caves_of_Androzani_(TV_story)
Peri Brown,Adric,The_Caves_of_Androzani_(TV_story)
Peri Brown,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Peri Brown,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Peri Brown,Morgus,The_Caves_of_Androzani_(TV_story)
Peri Brown,Stotz,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Vislor Turlough,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Kamelion,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Nyssa,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Adric,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Morgus,The_Caves_of_Androzani_(TV_story)
Tegan Jovanka,Stotz,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Kamelion,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Nyssa,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Adric,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Morgus,The_Caves_of_Androzani_(TV_story)
Vislor Turlough,Stotz,The_Caves_of_Androzani_(TV_story)
Kamelion,Nyssa,The_Caves_of_Androzani_(TV_story)
Kamelion,Adric,The_Caves_of_Androzani_(TV_story)
Kamelion,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Kamelion,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Kamelion,Morgus,The_Caves_of_Androzani_(TV_story)
Kamelion,Stotz,The_Caves_of_Androzani_(TV_story)
Nyssa,Adric,The_Caves_of_Androzani_(TV_story)
Nyssa,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Nyssa,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Nyssa,Morgus,The_Caves_of_Androzani_(TV_story)
Nyssa,Stotz,The_Caves_of_Androzani_(TV_story)
Adric,Sixth Doctor,The_Caves_of_Androzani_(TV_story)
Adric,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Adric,Morgus,The_Caves_of_Androzani_(TV_story)
Adric,Stotz,The_Caves_of_Androzani_(TV_story)
Sixth Doctor,Sharaz Jek,The_Caves_of_Androzani_(TV_story)
Sixth Doctor,Morgus,The_Caves_of_Androzani_(TV_story)
Sixth Doctor,Stotz,The_Caves_of_Androzani_(TV_story)
Sharaz Jek,Morgus,The_Caves_of_Androzani_(TV_story)
Sharaz Jek,Stotz,The_Caves_of_Androzani_(TV_story)
Morgus,Stotz,The_Caves_of_Androzani_(TV_story)
Sixth Doctor,Peri Brown,The_Twin_Dilemma_(TV_story)
Sixth Doctor,Azmael,The_Twin_Dilemma_(TV_story)
Sixth Doctor,Mestor,The_Twin_Dilemma_(TV_story)
Peri Brown,Azmael,The_Twin_Dilemma_(TV_story)
Peri Brown,Mestor,The_Twin_Dilemma_(TV_story)
Azmael,Mestor,The_Twin_Dilemma_(TV_story)
Sixth Doctor,Peri Brown,Attack_of_the_Cybermen_(TV_story)
Sixth Doctor,Gustave Lytton,Attack_of_the_Cybermen_(TV_story)
Sixth Doctor,Cyber-Controller (The Tomb of the Cybermen),Attack_of_the_Cybermen_(TV_story)
Peri Brown,Gustave Lytton,Attack_of_the_Cybermen_(TV_story)
Peri Brown,Cyber-Controller (The Tomb of the Cybermen),Attack_of_the_Cybermen_(TV_story)
Gustave Lytton,Cyber-Controller (The Tomb of the Cybermen),Attack_of_the_Cybermen_(TV_story)
Sixth Doctor,Peri Brown,Vengeance_on_Varos_(TV_story)
Sixth Doctor,Sil,Vengeance_on_Varos_(TV_story)
Sixth Doctor,Quillam,Vengeance_on_Varos_(TV_story)
Sixth Doctor,Chief Officer,Vengeance_on_Varos_(TV_story)
Peri Brown,Sil,Vengeance_on_Varos_(TV_story)
Peri Brown,Quillam,Vengeance_on_Varos_(TV_story)
Peri Brown,Chief Officer,Vengeance_on_Varos_(TV_story)
Sil,Quillam,Vengeance_on_Varos_(TV_story)
Sil,Chief Officer,Vengeance_on_Varos_(TV_story)
Quillam,Chief Officer,Vengeance_on_Varos_(TV_story)
Sixth Doctor,Peri Brown,The_Mark_of_the_Rani_(TV_story)
Sixth Doctor,The Master,The_Mark_of_the_Rani_(TV_story)
Sixth Doctor,The Rani,The_Mark_of_the_Rani_(TV_story)
Peri Brown,The Master,The_Mark_of_the_Rani_(TV_story)
Peri Brown,The Rani,The_Mark_of_the_Rani_(TV_story)
The Master,The Rani,The_Mark_of_the_Rani_(TV_story)
Sixth Doctor,Second Doctor (page does not exist),The_Two_Doctors_(TV_story)
Peri Brown,Sixth Doctor,The_Two_Doctors_(TV_story)
Peri Brown,Jamie McCrimmon,The_Two_Doctors_(TV_story)
Peri Brown,Chessene of the Franzine Grig,The_Two_Doctors_(TV_story)
